timestamp,source_path,destination_path,action,status,error,tags_json
2025-10-23T02:58:09.688876+00:00,AorticD.pdf,education/_unsorted/AorticD.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:09.801868+00:00,Arrythmias/AtrialFib_Flutter_Diagnosis_Treatment.html,education/article_RCT/cardiology_general/unknown/internal/AtrialFib_Flutter_Diagnosis_Treatment.html,copy+delete,ok,,"{""docType"": ""article_RCT"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": ""RCT"", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:09.965806+00:00,Arrythmias/CHADVASC_calculator.html,education/calculator/cardiology_general/unknown/internal/CHADVASC_calculator.html,copy+delete,ok,,"{""docType"": ""calculator"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:10.115514+00:00,Arrythmias/FibFlutterpolicy.pdf,education/_unsorted/FibFlutterpolicy.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:10.289293+00:00,Arrythmias/af-management-navigator.html,education/_unsorted/af-management-navigator.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""AF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:10.399465+00:00,Arrythmias/amiodaroneguidline.pdf,education/_unsorted/amiodaroneguidline.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:10.512620+00:00,Arrythmias/cardiology_arrhythmias_summary_updated.html,education/_unsorted/cardiology_arrhythmias_summary_updated.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:10.657956+00:00,Arrythmias/criticalrhythmguidline.pdf,education/_unsorted/criticalrhythmguidline.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:10.771397+00:00,BP.pdf,education/_unsorted/BP.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:10.905880+00:00,Barostim post op inst.pdf,education/_unsorted/Barostim post op inst.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.023784+00:00,CAD/ACS_Diagnosis_Treatment.html,education/_unsorted/ACS_Diagnosis_Treatment.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""ACS"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.156960+00:00,CAD/NSTEMIPolicy.pdf,education/_unsorted/NSTEMIPolicy.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""STEMI"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.272471+00:00,CAD/acs_decision_summary.html,education/_unsorted/acs_decision_summary.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""ACS"", ""source_org"": ""CIS"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.430642+00:00,CAD/stemiguide.pdf,education/_unsorted/stemiguide.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""STEMI"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.541911+00:00,CCD.pdf,education/_unsorted/CCD.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.661207+00:00,CHF/CHF_Guide.html,education/_unsorted/CHF_Guide.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.814810+00:00,CHF/CHFguidlines.pdf,education/_unsorted/CHFguidlines.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:11.926496+00:00,CHF/HF_Discharge.html,education/_unsorted/HF_Discharge.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.045445+00:00,CHF/HF_Treatment_Tool.html,education/_unsorted/HF_Treatment_Tool.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.160606+00:00,CHF/hf-treatment-navigator.html,education/_unsorted/hf-treatment-navigator.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.302706+00:00,CHFguidlines.pdf,education/_unsorted/CHFguidlines.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.424498+00:00,CIISpoliciestx.zip,education/_unsorted/CIISpoliciestx.zip,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.533218+00:00,CMO.pdf,education/_unsorted/CMO.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.646047+00:00,CMO/Cardiomyopathy_Diagnosis_Treatment.html,education/_unsorted/Cardiomyopathy_Diagnosis_Treatment.html,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.753251+00:00,CP.pdf,education/_unsorted/CP.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.881752+00:00,CVSS Doctor Directory.pdf,education/_unsorted/CVSS Doctor Directory.pdf,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:12.997347+00:00,CardiacDiagram/384-1.gif,education/_unsorted/384-1.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:13.112649+00:00,CardiacDiagram/978-0-323-08678-3_0537.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0537.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:13.226096+00:00,CardiacDiagram/978-0-323-08678-3_0538.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0538.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:13.352290+00:00,CardiacDiagram/978-0-323-08678-3_0539 (1).jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0539 (1).jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:13.470995+00:00,CardiacDiagram/978-0-323-08678-3_0539.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0539.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:13.584965+00:00,CardiacDiagram/978-0-323-08678-3_0540.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0540.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:13.712846+00:00,CardiacDiagram/978-0-323-08678-3_0541.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0541.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:13.829316+00:00,CardiacDiagram/978-0-323-08678-3_0556.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0556.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:13.960114+00:00,CardiacDiagram/978-0-323-08678-3_0565.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0565.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.077028+00:00,CardiacDiagram/978-0-323-08678-3_0569.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0569.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.193911+00:00,CardiacDiagram/978-0-323-08678-3_0587.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0587.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.325495+00:00,CardiacDiagram/978-0-323-08678-3_0588.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0588.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.439995+00:00,CardiacDiagram/978-0-323-08678-3_0590.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0590.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.553962+00:00,CardiacDiagram/Aorta drawing.jpg,education/image_figure/cardiology_general/unknown/internal/Aorta drawing.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.670416+00:00,CardiacDiagram/Coronary Arteries.jpg,education/image_figure/cardiology_general/unknown/internal/Coronary Arteries.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.797436+00:00,CardiacDiagram/HeartPressures.webp,education/website_snapshot/cardiology_general/unknown/internal/HeartPressures.webp,copy+delete,ok,,"{""docType"": ""website_snapshot"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:14.920004+00:00,CardiacDiagram/HeartWallsEKG.png,education/image_figure/cardiology_general/unknown/internal/HeartWallsEKG.png,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:15.037396+00:00,CardiacDiagram/Pressures.jpg,education/image_figure/cardiology_general/unknown/internal/Pressures.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:15.149752+00:00,CardiacDiagram/f002-010-9781455742295.jpg,education/image_figure/cardiology_general/unknown/internal/f002-010-9781455742295.jpg,copy+delete,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:58:15.264965+00:00,CardiacDiagram/fig15-1.gif,education/_unsorted/fig15-1.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:15.376890+00:00,CardiacDiagram/fig15-2.gif,education/_unsorted/fig15-2.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:15.500578+00:00,CardiacDiagram/fig15-4.gif,education/_unsorted/fig15-4.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:15.620253+00:00,CardiacDiagram/fig15-9.gif,education/_unsorted/fig15-9.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:15.736395+00:00,CardiacDiagram/fig16-1.gif,education/_unsorted/fig16-1.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:15.856891+00:00,CardiacDiagram/fig16-10.gif,education/_unsorted/fig16-10.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:15.972579+00:00,CardiacDiagram/fig16-19.gif,education/_unsorted/fig16-19.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:16.092012+00:00,CardiacDiagram/fig16-2.gif,education/_unsorted/fig16-2.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:16.207954+00:00,CardiacDiagram/fig16-3.gif,education/_unsorted/fig16-3.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:16.324375+00:00,CardiacDiagram/fig16-5.gif,education/_unsorted/fig16-5.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:16.440060+00:00,CardiacDiagram/fig16-6.gif,education/_unsorted/fig16-6.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:16.555869+00:00,CardiacDiagram/fig16-7.gif,education/_unsorted/fig16-7.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:58:16.667707+00:00,CardiacDiagram/fig16-8.gif,education/_unsorted/fig16-8.gif,copy+delete,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
