timestamp,source_path,destination_path,action,status,error,tags_json
2025-10-23T02:49:35.933640+00:00,Arrythmias/CHADVASC_calculator.html,education/calculator/cardiology_general/unknown/internal/CHADVASC_calculator.html,dry-run,ok,,"{""docType"": ""calculator"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:35.934264+00:00,Arrythmias/FibFlutterpolicy.pdf,education/_unsorted/FibFlutterpolicy.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.937991+00:00,Arrythmias/af-management-navigator.html,education/_unsorted/af-management-navigator.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""AF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.938653+00:00,Arrythmias/amiodaroneguidline.pdf,education/_unsorted/amiodaroneguidline.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.939356+00:00,Arrythmias/cardiology_arrhythmias_summary_updated.html,education/_unsorted/cardiology_arrhythmias_summary_updated.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.940382+00:00,Arrythmias/criticalrhythmguidline.pdf,education/_unsorted/criticalrhythmguidline.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.941477+00:00,BP.pdf,education/_unsorted/BP.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.944999+00:00,Barostim post op inst.pdf,education/_unsorted/Barostim post op inst.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.946941+00:00,CAD/ACS_Diagnosis_Treatment.html,education/_unsorted/ACS_Diagnosis_Treatment.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""ACS"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.950964+00:00,CAD/NSTEMIPolicy.pdf,education/_unsorted/NSTEMIPolicy.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""STEMI"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.954880+00:00,CAD/acs_decision_summary.html,education/_unsorted/acs_decision_summary.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""ACS"", ""source_org"": ""CIS"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.957568+00:00,CAD/stemiguide.pdf,education/_unsorted/stemiguide.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""STEMI"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.958220+00:00,CCD.pdf,education/_unsorted/CCD.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.958811+00:00,CHF/CHF_Guide.html,education/_unsorted/CHF_Guide.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.965468+00:00,CHF/CHFguidlines.pdf,education/_unsorted/CHFguidlines.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.966170+00:00,CHF/HF_Discharge.html,education/_unsorted/HF_Discharge.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.966782+00:00,CHF/HF_Treatment_Tool.html,education/_unsorted/HF_Treatment_Tool.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.967433+00:00,CHF/hf-treatment-navigator.html,education/_unsorted/hf-treatment-navigator.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.968046+00:00,CHFguidlines.pdf,education/_unsorted/CHFguidlines.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""HF"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.980107+00:00,CIISpoliciestx.zip,education/_unsorted/CIISpoliciestx.zip,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.981825+00:00,CMO.pdf,education/_unsorted/CMO.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.984813+00:00,CMO/Cardiomyopathy_Diagnosis_Treatment.html,education/_unsorted/Cardiomyopathy_Diagnosis_Treatment.html,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.989774+00:00,CP.pdf,education/_unsorted/CP.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.990650+00:00,CVSS Doctor Directory.pdf,education/_unsorted/CVSS Doctor Directory.pdf,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.991607+00:00,CardiacDiagram/384-1.gif,education/_unsorted/384-1.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:35.992987+00:00,CardiacDiagram/978-0-323-08678-3_0537.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0537.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:35.994893+00:00,CardiacDiagram/978-0-323-08678-3_0538.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0538.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:35.996877+00:00,CardiacDiagram/978-0-323-08678-3_0539 (1).jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0539 (1).jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:35.998817+00:00,CardiacDiagram/978-0-323-08678-3_0539.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0539.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.001214+00:00,CardiacDiagram/978-0-323-08678-3_0540.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0540.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.005805+00:00,CardiacDiagram/978-0-323-08678-3_0541.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0541.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.007848+00:00,CardiacDiagram/978-0-323-08678-3_0556.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0556.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.008604+00:00,CardiacDiagram/978-0-323-08678-3_0565.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0565.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.012783+00:00,CardiacDiagram/978-0-323-08678-3_0569.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0569.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.018080+00:00,CardiacDiagram/978-0-323-08678-3_0587.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0587.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.018692+00:00,CardiacDiagram/978-0-323-08678-3_0588.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0588.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.019294+00:00,CardiacDiagram/978-0-323-08678-3_0590.jpg,education/image_figure/cardiology_general/unknown/internal/978-0-323-08678-3_0590.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.019971+00:00,CardiacDiagram/Aorta drawing.jpg,education/image_figure/cardiology_general/unknown/internal/Aorta drawing.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.028309+00:00,CardiacDiagram/Coronary Arteries.jpg,education/image_figure/cardiology_general/unknown/internal/Coronary Arteries.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.028978+00:00,CardiacDiagram/HeartPressures.webp,education/website_snapshot/cardiology_general/unknown/internal/HeartPressures.webp,dry-run,ok,,"{""docType"": ""website_snapshot"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.034715+00:00,CardiacDiagram/HeartWallsEKG.png,education/image_figure/cardiology_general/unknown/internal/HeartWallsEKG.png,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.035305+00:00,CardiacDiagram/Pressures.jpg,education/image_figure/cardiology_general/unknown/internal/Pressures.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.035874+00:00,CardiacDiagram/f002-010-9781455742295.jpg,education/image_figure/cardiology_general/unknown/internal/f002-010-9781455742295.jpg,dry-run,ok,,"{""docType"": ""image_figure"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""no""}"
2025-10-23T02:49:36.036493+00:00,CardiacDiagram/fig15-1.gif,education/_unsorted/fig15-1.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.037021+00:00,CardiacDiagram/fig15-2.gif,education/_unsorted/fig15-2.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.038561+00:00,CardiacDiagram/fig15-4.gif,education/_unsorted/fig15-4.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.039165+00:00,CardiacDiagram/fig15-9.gif,education/_unsorted/fig15-9.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.039748+00:00,CardiacDiagram/fig16-1.gif,education/_unsorted/fig16-1.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.040298+00:00,CardiacDiagram/fig16-10.gif,education/_unsorted/fig16-10.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.045458+00:00,CardiacDiagram/fig16-19.gif,education/_unsorted/fig16-19.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.046069+00:00,CardiacDiagram/fig16-2.gif,education/_unsorted/fig16-2.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.046655+00:00,CardiacDiagram/fig16-3.gif,education/_unsorted/fig16-3.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.047245+00:00,CardiacDiagram/fig16-5.gif,education/_unsorted/fig16-5.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.047814+00:00,CardiacDiagram/fig16-6.gif,education/_unsorted/fig16-6.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.048437+00:00,CardiacDiagram/fig16-7.gif,education/_unsorted/fig16-7.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
2025-10-23T02:49:36.048995+00:00,CardiacDiagram/fig16-8.gif,education/_unsorted/fig16-8.gif,dry-run,ok,,"{""docType"": ""notes"", ""condition"": ""cardiology_general"", ""source_org"": ""internal"", ""year"": ""unknown"", ""audience"": ""clinician"", ""evidence_level"": """", ""retention_class"": ""refresh_annual"", ""phi"": ""no"", ""needs_review"": ""yes""}"
